id,name,address,telephone
1,감인노인병원,서울특별시 강북구 삼각산로 20 (수유동),02-992-5200,
2,서울현대병원,서울특별시 강북구 도봉로 374 (번동),02-1588-6853,
3,정인노인전문병원,서울특별시 강북구 도봉로 388 2층 (번동 테마빌딩),02-992-5300,
4,신일병원,서울특별시 강북구 덕릉로 73 (수유동),02-903-5121,
5,대한병원,서울특별시 강북구 도봉로 301 (수유동),02-903-3231,
6,포근한 요양병원,서울특별시 강북구 도봉로 266 (미아동 원지빌딩),02-986-9988,
7,포근한요양병원,서울특별시 강북구 도봉로 266 3층 (미아동 원지빌딩),02-986-9988,
8,강북구보건소,서울특별시 강북구 한천로 897 (번동),02-901-6422,
9,강동성모요양병원,서울특별시 강북구 도봉로 114 (미아동),02-980-1181,
10,강북고려병원,서울특별시 강북구 도봉로 114 (미아동),02-980-1181-3,
11,서울베스트병원,서울특별시 강북구 도봉로 114 (미아동),02-980-1181,
12,한미병원,서울특별시 강북구 도봉로 114 (미아동),02-980-1181,
13,성신병원,서울특별시 강북구 도봉로 181 (미아동),02-901-3114,
14,민병원,서울특별시 강북구 도봉로 187 (미아동),02-982-3114,
15,효성요양병원,서울특별시 강북구 삼양로 204 (미아동),02-961-8275,
16,햇빛병원,서울특별시 강북구 도봉로 131 (미아동),02-983-7771,
17,햇빛여성병원,서울특별시 강북구 도봉로 131 (미아동),02-944-7771,
18,고려새한병원,서울특별시 강북구 도봉로 67 (미아동),02-2644-1313,
19,새한병원,서울특별시 강북구 도봉로 67 (미아동),02-981-5161,
20,성베드로병원,서울특별시 강북구 도봉로 67 (미아동),02-981-5161~4,
21,국립재활원,서울특별시 강북구 삼각산로 58 국립재활원,02-901-1700,
22,서울의원,서울특별시 강북구 삼양로 613 2층 (우이동),02-997-6600,
23,현의원,서울특별시 강북구 삼양로 623 2층 (우이동),02-905-7582,
24,서울연세의원,서울특별시 강북구 삼양로 509 2층 1호 (수유동),02-900-9711,
25,청신의원,서울특별시 강북구 인수봉로 55길 4 (수유동),02-900-6794,
26,맑은하늘마취통증의학과의원,"서울특별시 강북구 삼양로 497 2,3층 (수유동, 씨엘빌딩)",02-902-5896,
27,선내과의원,서울특별시 강북구 삼양로 469 2층 (수유동),02-998-7575,
28,콤마가정의원,서울특별시 강북구 삼양로 455 1층 (수유동),02-905-7559,
29,강북연세정형외과의원,"서울특별시 강북구 삼양로 437 (수유동, 성아빌딩)",02-995-8575,
30,스마일내과의원,"서울특별시 강북구 삼양로 433 2,3층 (수유동)",02-900-3375,
31,정다운소아청소년과의원,서울특별시 강북구 삼양로 462 2층 (수유동),02-992-5888,
32,강북서울이비인후과의원,서울특별시 강북구 삼양로 424 (수유동),02-996-0029,
33,배용표내과의원,"서울특별시 강북구 삼양로 420 (수유동, 배용표내과)",02-999-7543,
34,이이비인후과의원,서울특별시 강북구 삼양로 434 (수유동),02-996-1441,
35,박순용정형외과의원,서울특별시 강북구 노해로 81 (수유동),02-903-0079,
36,우이한솔의원,서울특별시 강북구 삼양로 516 (수유동),02-991-9119,
37,북부성모의원,서울특별시 강북구 한천로 1152 (수유동),02-999-7171,
38,푸른성모이비인후과의원,서울특별시 강북구 한천로 1120 2층 (수유동),02-902-9901,
39,송림외과의원,서울특별시 강북구 노해로 99-1 (수유동),02-908-1199,
40,용소아청소년과의원,"서울특별시 강북구 노해로 95-1 2층 (수유동, 황궁빌딩)",02-900-0114,
41,참조은의원,서울특별시 강북구 노해로 87 (수유동),02-993-1515,
42,이광언내과의원,"서울특별시 강북구 노해로 118 (수유동, 이광원내과)",02-908-1118,
43,조한표내과의원,"서울특별시 강북구 한천로 1088 2층 (수유동, 현진빌딩)",02-900-6909,
44,김형건내과의원,서울특별시 강북구 한천로 1082 2층 (수유동),02-515-8875,
45,동서통합의원,서울특별시 강북구 한천로 1058 2층 (수유동),02-907-0114,
46,더탑성형외과의원,서울특별시 강북구 도봉로 365 6층 (수유동),02-993-5000,
47,우창하안과의원,서울특별시 강북구 도봉로 363 2층 (수유동),02-907-8000,
48,인화의원,"서울특별시 강북구 도봉로 405 (수유동, 인화의원)",02-907-2266,
49,자애내과외과의원,"서울특별시 강북구 도봉로 393 (수유동, 자애의원)",02-905-2694,
50,전종호정신건강의학과의원,서울특별시 강북구 도봉로 405 (수유동),02-907-2266,
51,예일소아청소년과의원,서울특별시 강북구 한천로 1000 2층 (번동),02-999-5522,
52,번동제일의원,서울특별시 강북구 한천로 962 (번동),02-907-0154,
53,김동민안과의원,"서울특별시 강북구 도봉로 328 3층 303호 (번동, 가든타워)",02-995-9561,
54,다나이비인후과의원,"서울특별시 강북구 도봉로 324 4층 (번동, 글로리타워)",02-991-5582,
55,더조은안과의원,"서울특별시 강북구 도봉로 334 6층 (번동, 영광빌딩)",02-903-3377,
56,동우내과의원,"서울특별시 강북구 도봉로 328 302호 (번동, 가든타워)",02-997-1521,
57,라르떼의원,"서울특별시 강북구 도봉로 320 3층 (번동, 제이제이타워)",02-907-3700,
58,마루마취통증의학과의원,"서울특별시 강북구 도봉로 328 310호 (번동, 가든타워빌딩)",02-926-3200,
59,문산부인과의원,"서울특별시 강북구 도봉로 328 309호 (번동, 가든타워)",02-994-0727,
60,미애로여성의원,"서울특별시 강북구 도봉로 332 4층 (번동, 홍승빌딩)",02-996-4500,
61,미앤미의원,"서울특별시 강북구 도봉로 324 6층 (번동, 글로리타워)",02-999-1101,
62,박희관정신건강의학과의원,"서울특별시 강북구 도봉로 328 306호 (번동, 가든타워)",02-990-1116,
63,밝은연세안과의원,"서울특별시 강북구 도봉로 324 5층 (번동, 글로리타워)",02-908-1008,
64,서울의원,"서울특별시 강북구 도봉로 324 11층 (번동, 글로리타워)",02-997-4890,
65,아름다운피부과의원,서울특별시 강북구 도봉로 334 5층 501호 (번동),02-990-0073,
66,엠에스아산내과의원,"서울특별시 강북구 도봉로 324 3층 (번동, 글로리타워)",02-997-0123,
67,이상배피부과의원,서울특별시 강북구 도봉로 328 307호 (번동),02-991-6231,
68,정마취통증의학과의원,서울특별시 강북구 도봉로 324 2층 (번동),02-908-0035,
69,하맥외과의원,"서울특별시 강북구 도봉로 324 7층 (번동, 탑메디칼센터)",02-985-2332,
70,메디미의원,"서울특별시 강북구 도봉로 352 306호 (번동, 효성네오인텔리안)",02-990-4642,
71,체인지미피부과의원,"서울특별시 강북구 도봉로 358 (번동, 코스타타워)",02-998-9114,
72,퀸스타운의원,"서울특별시 강북구 도봉로 352 305,306호 (번동, 효성네오인텔리안)",02-990-4648,
73,홍종서내과의원,"서울특별시 강북구 도봉로 358-0 2층 (번동, 코스타타워)",02-908-8775,
74,수민의원,서울특별시 강북구 한천로 977 (번동),02-905-4924,
75,고신경외과의원,서울특별시 강북구 한천로 1073 (수유동),02-993-0000,
76,아가엄마산부인과의원,"서울특별시 강북구 한천로 1041 (수유동, 아가엄마산부인과)",02-999-8275,
77,365항외과의원,서울특별시 강북구 도봉로 333-0 8층 (수유동),02-900-0365,
78,길맨비뇨기과의원,"서울특별시 강북구 도봉로 333 9층 (수유동, 정우빌딩)",02-3392-5855,
79,김영우정신건강의학과의원,"서울특별시 강북구 도봉로 321 (수유동, 학성빌딩)",02-903-7201,
80,김용운성형외과의원,"서울특별시 강북구 도봉로 325 6층 (수유동, 수성타워)",02-999-5533,
81,나래이비인후과의원,서울특별시 강북구 도봉로 333 5층 (수유동),02-900-9022,
82,마음벗김종범정신과의원,서울특별시 강북구 도봉로 329 5층 (수유동),02-905-3271,
83,바로굿정형외과의원,"서울특별시 강북구 도봉로 333 6층 (수유동, 정우빌딩)",02-907-8599,
84,박내과의원,서울특별시 강북구 도봉로 337 (수유동),02-990-4575,
85,수유마취통증의학과의원,"서울특별시 강북구 도봉로 325 6층 (수유동, 수성타워)",02-997-8275,
86,수유우태하피부과의원,서울특별시 강북구 도봉로 329 4층 (수유동),02-900-1675,
87,앤의원,서울특별시 강북구 도봉로 323 6층 (수유동),02-997-3232,
88,연세이비인후과의원,"서울특별시 강북구 도봉로 317 3층 (수유동, 덕산빌딩)",02-999-5370,
89,예지미의원,"서울특별시 강북구 도봉로 333 10층 (수유동, 정우빌딩)",02-991-2300,
90,유로탑비뇨기과의원,서울특별시 강북구 도봉로 325 9층 (수유동),02-999-1640,
91,이재용내과의원,"서울특별시 강북구 도봉로 329 (수유동, 동오빌딩)",02-906-8866,
92,제이유산부인과의원,서울특별시 강북구 도봉로 329 7층 (수유동),02-900-9077,
93,강북제일항외과의원,"서울특별시 강북구 도봉로 353 3층 (수유동, 상목빌딩)",02-904-3815,
94,김영상의학과의원,서울특별시 강북구 도봉로 341 (수유동),02-907-0542,
95,김주영이비인후과의원,서울특별시 강북구 도봉로 353-1 (수유동),02-903-0535,
96,미래안과의원,서울특별시 강북구 도봉로 341 (수유동),02-990-7743,
97,연세신효선성형외과의원,"서울특별시 강북구 도봉로 343 (수유동, 송도약국)",02-905-0690,
98,유비뇨기과의원,"서울특별시 강북구 도봉로 345 (수유동, 현치과)",02-990-7568,
99,주영식이비인후과의원,"서울특별시 강북구 도봉로 345 (수유동, 현치과)",02-905-4947,
100,늘푸른연세의원,서울특별시 강북구 삼각산로 132 2층 (수유동),02-906-7582,
101,심외과의원,서울특별시 강북구 수유로 83 (수유동),02-902-2963,
102,수유정형외과의원,"서울특별시 강북구 덕릉로 75 3층 (수유동, 석우빌딩)",02-986-8385,
103,연진내과의원,서울특별시 강북구 삼양로 346 (수유동),02-903-6464,
104,호림의원,서울특별시 강북구 덕릉로 17 (수유동),02-902-1588,
105,튼튼우리의원,"서울특별시 강북구 삼양로 337 2,3층 (수유동)",02-980-7575,
106,지인마취통증의학과의원,"서울특별시 강북구 삼양로 309 (수유동, 미성빌딩)",02-986-9669,
107,최윤영내과의원,"서울특별시 강북구 삼양로 307 2,3층 (수유동)",02-982-7575,
108,한사랑의원,"서울특별시 강북구 인수봉로 142 (수유동, 수유동 근생빌딩)",02-945-5050,
109,강북삼성의원,서울특별시 강북구 삼양로 77가길 9 3층 (수유동),02-980-8767,
110,365메디의원,서울특별시 강북구 삼양로 241 3층 (미아동),02-980-0075,
111,미래소아청소년과의원,"서울특별시 강북구 삼양로 247 3층 (미아동, 롯데마트 삼양점)",02-987-7015,
112,으뜸연합의원,"서울특별시 강북구 삼양로 241 4,5층 (미아동)",02-987-2030,
113,이경원정형외과의원,서울특별시 강북구 삼양로 241 4층 (미아동),02-980-2580,
114,현대정형외과의원,"서울특별시 강북구 삼양로 255 (미아동, 청구약국)",02-989-3119,
115,성모마취통증의학과의원,서울특별시 강북구 덕릉로 42 2층 (수유동),02-945-2167,
116,방외과의원,"서울특별시 강북구 삼양로 318 (수유동, 방외과)",02-984-1255,
117,이창훈신경과의원,서울특별시 강북구 도봉로 77길 9 (수유동),02-987-2616,
118,홍산부인과의원,"서울특별시 강북구 도봉로 277 (수유동, 홍산부인과)",02-989-1651,
119,김승만내과의원,"서울특별시 강북구 삼양로 294 (수유동, 김승만내과의원)",02-981-0550,
120,김영재내과의원,"서울특별시 강북구 도봉로 253 (수유동, 서울메디칼빌딩)",02-946-0202,
121,닥터라인마취통증의학과의원,서울특별시 강북구 도봉로 253 5층 (수유동),02-981-6523,
122,보아스이비인후과의원,서울특별시 강북구 도봉로 255 2층 (수유동),02-980-1530,
123,서울탑의원,서울특별시 강북구 도봉로 253 4층 (수유동),02-945-0016,
124,우리의원,서울특별시 강북구 도봉로 255 3층 (수유동),02-989-2800,
125,바른정재활의학과의원,"서울특별시 강북구 도봉로 245 4층 (미아동, 수메디칼빌딩)",02-980-3535,
126,서현산부인과의원,"서울특별시 강북구 도봉로 245 (미아동, 수메디칼빌딩)",02-988-8235,
127,수안과의원,"서울특별시 강북구 도봉로 245 2,3층 (미아동)",02-988-1001,
128,하나정형외과의원,서울특별시 강북구 도봉로 243 2층 (미아동),02-988-2244,
129,류의원,"서울특별시 강북구 도봉로 209 (미아동, 성은빌딩)",02-986-7582,
130,신일내과의원,"서울특별시 강북구 도봉로 213 3층 (미아동, 은혜크리닉센타)",02-980-0110,
131,엘앤에스의원,"서울특별시 강북구 도봉로 213 5,6층 (미아동, 은혜빌딩)",02-988-1151,
132,의료법인열린의료재단경의원,서울특별시 강북구 도봉로 213 (미아동),02-945-2305,
133,김보연산부인과의원,"서울특별시 강북구 도봉로 199 (미아동, 김보연산부인과)",02-902-9955,
134,이성환내과의원,서울특별시 강북구 도봉로 201-1 (미아동),02-989-9741,
135,정연탁의원,서울특별시 강북구 삼양로 244 2층 (미아동),02-987-1586,
136,삼양제일내과의원,서울특별시 강북구 솔매로 59 2층 (미아동),02-984-5533,
137,강북연세내과의원,"서울특별시 강북구 도봉로 260 4층 (미아동, 운산빌딩)",02-988-0114,
138,다예의원,"서울특별시 강북구 도봉로 260 303호 (미아동, 운산빌딩)",02-980-6699,
139,신통정형외과의원,"서울특별시 강북구 도봉로 260 2층 (미아동, 운산빌딩)",02-984-7575,
140,연세백세내과의원,"서울특별시 강북구 도봉로 256 3층 (미아동, 덕산빌딩)",02-6933-3240,
141,이신영의원,"서울특별시 강북구 덕릉로 136 (번동, 삼양빌딩)",02-986-7575,
142,사회복지법인상록재단금강산의원,"서울특별시 강북구 덕릉로 40나길 52 (번동, 금강산의원)",02-981-7676,
143,제일성심의원,서울특별시 강북구 오현로 31길 141 번동 주공5단지복합상가203호 (번동),02-989-4579,
144,삼성드림소아청소년과의원,"서울특별시 강북구 오현로 193-0 3층 (번동, 한성빌딩)",02-988-8288,
145,한마음의원,서울특별시 강북구 오현로 191 2층 (번동),02-946-1416,
146,정소아청소년과의원,서울특별시 강북구 오패산로 52길 39 1층 (미아동),02-987-7533,
147,미아중앙의원,"서울특별시 강북구 오패산로 52길 52 (미아동, 용빌딩)",02-982-7890,
148,굿모닝정형외과의원,"서울특별시 강북구 도봉로 190 (미아동, 비전빌딩)",02-986-8411,
149,박병규내과의원,"서울특별시 강북구 도봉로 190 (미아동, 비전빌딩)",02-945-4191,
150,연세견우정형외과의원,서울특별시 강북구 도봉로 196 (미아동),02-988-0063,
151,예코이비인후과의원,"서울특별시 강북구 도봉로 196 (미아동, 삼화빌딩 5층)",02-983-1121,
152,우리맑은의원,"서울특별시 강북구 도봉로 196-0 (미아동, 삼화빌딩 9층)",02-987-7711,
153,이윤식이비인후과의원,"서울특별시 강북구 도봉로 190 (미아동, 비전빌딩)",02-945-2323,
154,최진의원,"서울특별시 강북구 도봉로 150 (미아동, 창림빌딩)",02-982-0307,
155,새봄마취통증의학과의원,서울특별시 강북구 도봉로 142 2층 (미아동),02-988-5267,
156,하나의원,"서울특별시 강북구 도봉로 130 (미아동, 두원빌딩)",02-986-0331,
157,김성학이비인후과의원,서울특별시 강북구 솔매로 80 2층 (미아동),02-985-1582,
158,닥터포유의원,"서울특별시 강북구 도봉로 191 (미아동, 상아빌딩)",02-983-1400,
159,윤형란내과의원,서울특별시 강북구 도봉로 167 (미아동),02-981-1501,
160,성내과의원,"서울특별시 강북구 삼양로 184 2층 (미아동, 유유빌딩)",02-986-0075,
161,참좋은 마취통증의학과의원,서울특별시 강북구 삼양로 184 3층 301호 (미아동),02-982-0038,
162,삼양박가정의원,"서울특별시 강북구 솔샘로 293 2층 (미아동, 승은빌딩)",02-981-5353,
163,유성현의원,서울특별시 강북구 인수봉로 18 (미아동),02-983-6609,
164,동서제일의원,서울특별시 강북구 솔샘로 229-1 (미아동),02-945-5767,
165,용산마취통증의학과의원,"서울특별시 강북구 솔샘로 221 (미아동, 용산의원)",02-988-9880,
166,삼양의원,서울특별시 강북구 삼양로 191 (미아동),02-988-3650,
167,강북서울외과의원,서울특별시 강북구 솔샘로 233 (미아동),02-988-4640,
168,강원석내과의원,서울특별시 강북구 솔샘로 239 (미아동),02-980-9922,
169,서울가정의학과의원,서울특별시 강북구 솔샘로 243 (미아동),02-945-1825,
170,연세비뇨기과의원,"서울특별시 강북구 솔샘로 233 304호 (미아동, 동북프라자)",02-989-7566,
171,연세안과의원,서울특별시 강북구 솔샘로 233 (미아동),02-988-1020,
172,연세오내과의원,서울특별시 강북구 솔샘로 233 (미아동),02-986-4965,
173,지안이비인후과의원,"서울특별시 강북구 솔샘로 233 308호 (미아동, 동북미아프라자)",02-983-6830,
174,SK우리들정형외과의원,"서울특별시 강북구 솔샘로 184 210호 (미아동, SK북한산시티아파트상가 )",02-986-8707,
175,렛츠메디정소아과의원,"서울특별시 강북구 솔샘로 184 202호 (미아동, SK북한산시티아파트주상가)",02-984-5353,
176,서울하나의원,"서울특별시 강북구 솔샘로 184 107,108호 (미아동, SK북한산시티아파트주상가)",02-986-7511,
177,이기영내과의원,"서울특별시 강북구 솔샘로 184 120호 (미아동, SK아파트주상가)",02-983-9828,
178,추재학이비인후과의원,"서울특별시 강북구 솔샘로 184 119호 (미아동, SK북한산시티아파트상가 )",02-984-8725,
179,아주편한재활의학과의원,서울특별시 강북구 삼양로 19길 214 4층 (미아동),02-988-3375,
180,연세내과의원,"서울특별시 강북구 삼양로 19길 206 2층 (미아동, 선경빌딩)",02-981-8275,
181,내일내과의원,"서울특별시 강북구 솔샘로 254 206,307호 (미아동)",02-945-5757,
182,임승수재활의학과의원,서울특별시 강북구 솔샘로 242 2층 (미아동),02-987-6691,
183,석비뇨기과의원,서울특별시 강북구 삼양로 161 (미아동),02-985-9309,
184,장혜정산부인과의원,"서울특별시 강북구 삼양로 161 (미아동, 행전빌딩)",02-945-6976,
185,주한수안과의원,"서울특별시 강북구 삼양로 161 (미아동, 행전빌딩)",02-987-5670,
186,닥터맘소아청소년과의원,서울특별시 강북구 삼양로 27길 35-21 (미아동),02-982-8678,
187,미래아이산부인과의원,"서울특별시 강북구 삼양로 27길 35-21 302,303호 (미아동, 미아프라자)",02-985-7533,
188,바른의원,"서울특별시 강북구 삼양로 27길 35-21 201호 (미아동, 미아프라자)",02-984-1682,
189,예사랑소아청소년과의원,"서울특별시 강북구 삼양로 27길 43 (미아동, 위브테라스파크 202호 일부, 203,204호)",02-985-8872,
190,오투피부과의원,"서울특별시 강북구 삼양로 27길 43-0 (미아동, 위브테라스파크 401,402호 일부)",02-945-3440,
191,코지이비인후과의원,"서울특별시 강북구 삼양로 27길 43 304,305호 (미아동, 위브 테라스 파크)",02-980-1381,
192,서울중앙의원,서울특별시 강북구 삼양로 19길 59 2층 (미아동),02-988-7542,
193,지인소아청소년과의원,"서울특별시 강북구 삼양로 19길 25 107동 B102호 (미아동, 삼성래미안트리베라1차)",02-987-6281,
194,건강한정형외과의원,"서울특별시 강북구 도봉로 67 4층 (미아동, 새한병원)",02-980-8275,
195,마이비인후과의원,"서울특별시 강북구 도봉로 79 (미아동, 심치과의원)",02-988-1185,
196,명동안과의원,"서울특별시 강북구 도봉로 79 (미아동, 심치과의원)",02-989-1040,
197,밝은성모안과의원,"서울특별시 강북구 도봉로 65 3,4층 (미아동)",02-984-1515,
198,서울희내과의원,서울특별시 강북구 도봉로 63 5층 (미아동),02-983-7582,
199,오이비인후과의원,서울특별시 강북구 도봉로 65 2층 (미아동),02-988-2366,
200,정태시내과의원,"서울특별시 강북구 도봉로 87 2,3층 (미아동)",02-980-0875,
201,김피부과의원,서울특별시 강북구 도봉로 53 (미아동),02-980-5687,
202,락의원,서울특별시 강북구 도봉로 59 (미아동),02-987-9041,
203,봄여성외과의원,"서울특별시 강북구 도봉로 59 2,4층 (미아동)",02-980-6075,
204,조이비인후과의원,서울특별시 강북구 도봉로 53 (미아동),02-981-3219,
205,행복찾기정신과의원,"서울특별시 강북구 도봉로 45 (미아동, 숭인시장)",02-981-7772,
206,서울우리내과의원,서울특별시 강북구 숭인로 63 3층 (미아동),02-988-9800,
207,강북연세이비인후과의원,"서울특별시 강북구 도봉로 52 8층 (미아동, 와이스퀘어빌딩)",02-989-7587,
208,멋진남성의원,서울특별시 강북구 도봉로 52 7층 (미아동),02-712-8275,
209,메이디산부인과의원,"서울특별시 강북구 도봉로 52 7층 (미아동, 와이스퀘어)",02-6312-6312,
210,설정형외과의원,"서울특별시 강북구 도봉로 52 7층 (미아동, 와이스퀘어)",02-6312-6300,
211,연세스퀘어의원,"서울특별시 강북구 도봉로 52 6층 (미아동, 와이스케어빌딩)",02-985-7512,
212,강북서울의원,서울특별시 강북구 월계로 7나길 8 (미아동),02-988-8275,
213,건강드림내과의원,"서울특별시 강북구 도봉로 40 5층 (미아동, 대경빌딩 )",02-945-3377,
214,마디신경외과의원,서울특별시 강북구 도봉로 30 10층 (미아동),02-985-5015,
215,메트로내과의원,"서울특별시 강북구 도봉로 34 4층,6층 (미아동, 트레지오빌딩)",02-988-0028,
216,미래의료소비자생활협동조합백설공주의원,"서울특별시 강북구 도봉로 30 6층 601호 (미아동, 에코피아빌딩)",02-988-9881,
217,비해피이상양의원,"서울특별시 강북구 도봉로 40 (미아동, 대경빌딩)",02-984-4965,
218,사랑샘터정신건강의학과의원,"서울특별시 강북구 도봉로 30 9층 903호 (미아동, 에코피아빌딩)",02-929-0241,
219,이명희산부인과의원,"서울특별시 강북구 도봉로 40 (미아동, 대경빌딩)",02-982-4532,
220,이상환신경정신과의원,"서울특별시 강북구 도봉로 40 3층 (미아동, 대경빌딩)",02-985-3364,
221,타임투의원,"서울특별시 강북구 도봉로 34 2층 (미아동, 트레지오빌딩)",02-983-7585,
222,푸름외과의원,"서울특별시 강북구 도봉로 30 12층 (미아동, 에코피아빌딩)",02-981-6006,
223,하나안과의원,"서울특별시 강북구 도봉로 34 5층 (미아동, 트레지오빌딩)",02-980-7878,
224,황규혁정신건강의학과의원,서울특별시 강북구 도봉로 34 5층 (미아동),02-945-7751,
225,월곡정형외과의원,"서울특별시 강북구 월계로 19 2,3층 (미아동)",02-987-3115,
226,노블클래식의원,서울특별시 강북구 월계로 43-1 2층 (미아동),02-988-0057,
227,우리이웃의원,"서울특별시 강북구 월계로 33 (미아동, 우리이웃의원)",02-988-7766,
228,강남의원,"서울특별시 강북구 오현로 32길 4-8 (번동, 동보프라자빌딩)",02-987-1124,
229,구이비인후과의원,서울특별시 강북구 오현로 32길 3 2층 (번동),02-985-7737,
230,홍설유내과의원,서울특별시 강북구 오현로 32길 4-3 (번동),02-981-2600,
231,연세소아청소년과의원,서울특별시 강북구 오현로 190 (번동),02-983-8802,
232,해맑은의원,서울특별시 강북구 오현로 190 (번동),02-985-8105,
233,효성마취통증의학과의원,"서울특별시 강북구 오현로 190 3층 (번동, 남전빌딩)",02-987-8645,
234,굿모닝내과의원,서울특별시 강북구 한천로 105길 7 2층 (번동),02-989-1174,
235,황소아청소년과의원,"서울특별시 강북구 한천로 105길 7 201, 202호 (번동, 주공1단지)",02-980-2458,
236,신내과의원,"서울특별시 강북구 오패산로 130 (미아동, 동명빌딩)",02-986-0534,
237,의료법인기독교연합의료재단삼성의원,"서울특별시 강북구 오현로 32 2,3층 (미아동)",02-983-7581,
238,나눔의원,"서울특별시 강북구 오패산로 30길 30 202,209,210,211,212호 (미아동, 경남아너스빌아파트상가)",02-986-8575,
239,백제열린의원,"서울특별시 강북구 오패산로 112 2,3층 (미아동)",02-981-7533,
240,서울삼양의원,서울특별시 강북구 삼양로 191,02-988-3650,
